GEOID,houseValue
6071008901,28800
6073008901,176400
6073008902,146400
6067008905,116400
6067008907,104300
6067008908,118200
6067008909,156100
6067008910,111800
6067008911,133300
6067008912,149700
6067008913,118700
6073009000,231100
6067009004,111400
6067009005,110400
6067009006,115100
6067009007,93300
6067009008,101800
6067009009,160700
6073009101,323300
6071009102,0
6073009102,178e3
6067009103,109200
6073009103,303e3
6071009104,86100
6073009104,291100
6067009105,119900
6071009105,128500
6067009106,135700
6071009106,125300
6073009106,275e3
6067009107,132800
6071009107,130700
6073009107,183800
6067009108,126900
6067009109,132700
6067009110,52900
6067009111,124100
6067009112,110300
6067009200,183300
6071009200,153500
6073009201,197600
6073009202,215600
6071009300,85300
6073009301,207600
6073009303,219500
6073009304,229800
6067009307,187800
6067009308,143800
6067009309,161100
6067009310,149400
6067009311,148900
6067009312,144600
6067009313,147200
6067009314,185600
6067009315,301500
6067009316,111e3
6067009317,155900
6067009318,110300
6067009319,116e3
6067009320,134600
6067009321,141900
6067009322,168900
6067009323,224800
6071009400,50900
6073009400,0
6067009403,268800
6067009404,260200
6067009405,140600
6067009406,196200
6071009500,69900
6067009501,119100
6067009502,143e3
6073009502,250900
6067009503,117e3
6067009504,12e4
6073009504,483600
6073009505,308400
6073009506,219500
6073009507,285500
6073009508,158e3
6073009509,36e4
6067009601,106800
6073009602,211300
6073009603,153200
6067009604,193700
6073009604,215900
6067009605,127100
6067009606,112500
6067009607,99100
6067009608,143500
6067009609,137900
6067009610,111200
6067009611,152200
6067009612,164900
6067009613,163400
6067009614,155900
6067009615,156500
6067009616,151200
6067009617,231800
6067009618,162200
6067009619,181500
6067009700,179200
6073009703,205800
6073009704,247200
6073009705,291500
6073009706,341200
6071009707,95e3
6071009708,96500
6071009709,83900
6071009710,87400
6071009711,151600
6071009712,86e3
6071009713,87500
6071009714,101100
6071009715,142900
6071009716,106400
6071009717,141900
6067009800,134100
6071009800,76500
6073009801,243700
6073009802,200300
6073009804,22e4
6073009805,236800
6071009901,88700
6073009901,0
6071009902,109e3
6073009902,0
6071009903,85500
6003010000,184200
6065010000,141600
6079010000,155e3
6091010000,128600
6073010001,167700
6071010003,88600
6073010003,160700
6071010004,163e3
6073010004,154e3
6073010005,152400
6071010009,106400
6073010009,188300
6071010010,92800
6073010010,153600
6071010011,91200
6073010011,163600
6071010012,96500
6073010012,161300
6071010013,87500
6073010013,158e3
6071010014,69500
6073010014,261700
6071010015,89100
6073010015,175e3
6071010016,84800
6071010017,134300
6071010018,102700
6071010019,114900
6071010020,97e3
6071010021,102900
6071010022,105500
6071010023,98900
6071010024,106700
6021010100,89800
6025010100,70700
6045010100,87600
6065010100,122600
6075010100,583300
6079010100,169300
6089010100,83500
6023010101,94800
6053010101,188700
6113010101,85600
6023010102,105300
6053010102,353300
6113010102,97700
6073010103,162700
6073010104,164900
6073010106,132700
6073010107,166300
6073010109,161900
6073010110,164800
6073010111,165e3
6073010112,104800
6021010200,132800
6023010200,192400
6025010200,84900
6045010200,108100
6065010200,142300
6073010200,188e3
6075010200,1000001
6089010200,98400
6053010201,239600
6079010201,206200
6113010201,108500
6053010202,313700
6079010202,134100
6079010203,168700
6113010203,98400
6113010204,113900
6021010300,127300
6023010300,149e3
6025010300,141900
6045010300,225900
6065010300,174900
6071010300,83600
6073010300,166300
6075010300,791700
6079010300,174800
6089010300,110600
6113010300,145700
6053010302,248600
6053010303,199400
6053010304,282900
6053010305,294400
6021010400,94600
6023010400,150600
6025010400,87500
6045010400,161300
6053010400,170100
6065010400,225400
6075010400,1000001
6079010400,305600
6089010400,110200
6113010400,194700
6073010401,138500
6071010402,95e3
6073010402,152300
6071010403,67800
6071010405,64800
6071010409,58500
6071010410,69400
6071010411,77300
6071010412,94600
6071010413,75900
6071010414,72900
6071010415,71400
6071010416,74500
6025010500,108400
6045010500,166100
6065010500,139400
6071010500,98800
6075010500,695300
6079010500,256700
6089010500,104600
6021010501,87600
6023010501,123700
6053010501,318900
6073010501,174100
6113010501,207400
6021010502,111900
6023010502,144400
6073010502,178200
6053010503,174200
6053010504,160400
6113010505,318100
6113010506,379900
6113010507,254e3
6113010508,260700
6113010509,23e4
6113010510,283300
6023010600,187300
6025010600,124200
6045010600,136500
6065010600,142e3
6071010600,64700
6075010600,337500
6079010600,260800
6089010600,157100
6073010601,650800
6053010602,135400
6073010602,0
6113010602,196900
6053010603,266100
6073010603,1000001
6053010604,225e3
6053010605,220200
6113010605,241500
6053010606,213100
6113010606,184500
6113010607,266300
6113010608,222100
6023010700,125800
6025010700,82400
6045010700,129500
6065010700,424e3
6071010700,73400
6073010700,1000001
6075010700,335700
6053010701,381400
6079010701,197800
6089010701,120100
6113010701,278600
6053010702,549700
6079010702,227400
6089010702,144300
6079010703,193900
6113010703,252600
6113010704,27e4
6023010800,139100
6025010800,161700
6065010800,161500
6073010800,677300
6075010800,727300
6079010800,376800
6113010800,153500
6045010801,195500
6053010801,166100
6071010801,135500
6089010801,152800
6045010802,181700
6053010802,155300
6071010802,123300
6089010802,120200
6023010900,136e3
6025010900,95300
6045010900,192700
6053010900,0
6065010900,197500
6071010900,216600
6073010900,783500
6075010900,634300
6089010900,125500
6079010901,625e3
6113010901,13e4
6079010902,270400
6113010902,133700
6023011000,131800
6025011000,96700
6045011000,279800
6053011000,473200
6059011000,201600
6071011000,157700
6073011000,617800
6075011000,338900
6079011000,299300
6089011000,124e3
6113011001,175700
6113011002,185100
6023011100,97800
6025011100,86700
6045011100,226500
6071011100,134300
6073011100,622500
6075011100,374e3
6089011100,124200
6053011101,138100
6059011101,189400
6079011101,25e4
6113011101,140200
6053011102,162800
6059011102,184e3
6079011102,261900
6113011102,133100
6079011103,229800
6113011103,144e3
6023011200,160200
6045011200,180600
6059011200,237500
6073011200,702100
6075011200,769700
6079011200,291900
6089011200,108600
6025011201,142300
6053011201,121200
6071011201,215100
6025011202,91900
6053011202,136e3
6071011202,162500
6113011203,177300
6113011204,151600
6113011205,174600
6113011206,197500
6023011300,161700
6025011300,96500
6045011300,173e3
6059011300,289200
6071011300,188e3
6073011300,0
6075011300,1000001
6079011300,257900
6089011300,95500
6113011300,148200
6053011301,145600
6053011302,142e3
6025011400,84e3
6045011400,167900
6053011400,104200
6071011400,109300
6073011400,116200
6075011400,9999
6079011400,0
6089011400,124e3
6113011400,125900
6059011401,298400
6059011402,272500
6059011403,208600
6025011500,82600
6045011500,138900
6053011500,617400
6071011500,152800
6073011500,117900
6075011500,0
6089011500,142200
6113011500,135600
6079011501,258900
6059011502,200800
6079011502,309600
6059011503,257e3
6059011504,158700
6025011600,88500
6045011600,140200
6053011600,626700
6071011600,121600
6079011600,403200
6089011600,112800
6059011601,173200
6073011601,114100
6059011602,177400
6073011602,145700
6025011700,112100
6045011700,228100
6053011700,646100
6071011700,65800
6073011700,138500
6075011700,35e4
6079011700,312400
6089011700,89900
6059011707,266500
6059011708,253600
6059011709,284e3
6059011710,281400
6059011711,173500
6059011712,212200
6059011714,0
6059011715,280400
6059011716,306100
6059011717,256e3
6059011718,251100
6059011720,147900
6059011721,142800
6059011722,222e3
6045011800,170300
6053011800,675300
6071011800,80900
6075011800,0
6079011800,304700
6089011800,16e4
6025011801,148900
6073011801,122e3
6025011802,112800
6073011802,127700
6025011803,183400
6025011900,108600
6053011900,737800
6071011900,82200
6075011900,1000001
6089011900,164600
6073011901,135200
6079011901,196200
6073011902,140900
6079011902,198600
6025012000,132200
6053012000,367900
6071012000,83100
6075012000,137500
6079012000,183900
6089012000,83400
6073012001,137100
6073012002,159200
6073012003,153200
6025012100,102e3
6053012100,419300
6071012100,99400
6075012100,0
6079012100,184900
6089012100,96100
6073012101,155400
6073012102,143400
6025012200,102900
6053012200,383600
6073012200,122800
6075012200,625e3
6079012200,167200
6089012200,104800
6075012300,0
6025012301,64100
6053012301,295500
6079012301,310600
6089012301,96e3
6025012302,59700
6053012302,402700
6073012302,162500
6079012302,387400
6089012302,128600
6073012303,194700
6089012303,128200
6073012304,189e3
6025012400,47700
6075012400,0
6089012400,171900
6053012401,479600
6073012401,183600
6079012401,162700
6053012402,518400
6073012402,170400
6079012402,250600
6025012500,60400
6053012500,359e3
6073012500,126500
6075012500,0
6089012500,138900
6079012501,183200
6079012502,171300
6079012503,170400
6053012600,0
6073012600,153800
6075012600,968200
6079012600,200200
6089012601,142400
6089012602,137200
6053012700,384700
6073012700,167700
6075012700,964e3
6089012701,84900
6079012702,234e3
6089012702,108500
6079012703,190100
6079012704,280900
6053012800,460600
6073012800,174600
6075012800,1000001
6079012800,187500
6073012900,180200
6075012900,760400
6053013000,505700
6073013000,180200
6075013000,931800
6053013100,0
6075013100,777800
6073013102,155e3
6073013103,150700
6073013104,183200
6053013200,56e4
6075013200,1000001
6073013203,165400
6073013204,154e3
6073013205,187500
6073013206,159200
6053013300,299800
6075013300,1000001
6073013301,169100
6073013302,171700
6073013303,156800
6073013306,180100
6073013307,164200
6073013308,117800
6073013309,192800
6073013310,251100
6073013311,244900
6073013312,155800
6073013313,226700
6053013400,312500
6075013400,1000001
6073013401,195300
6073013409,226e3
6073013410,260800
6073013411,304400
6073013412,282400
6073013413,256200
6073013414,227200
6073013415,200800
6073013416,228200
6073013417,280700
6073013418,218e3
6073013419,209100
6053013500,247300
6075013500,1000001
6073013503,180900
6073013504,192700
6073013505,198800
6073013506,186700
6053013600,270700
6073013601,249e3
6073013604,259400
6073013605,292800
6073013606,230600
6053013700,188500
6073013701,287800
6073013702,220800
6053013800,222100
6073013801,181e3
6073013802,123100
6053013900,240800
6073013903,160600
6073013905,181800
6073013906,163500
6073013907,173900
6073013908,143100
6073013909,139300
6053014000,195800
6073014001,167300
6073014002,168600
6053014101,147200
6073014101,148800
6053014102,225e3
6073014102,157e3
6053014103,276800
6053014200,233300
6073014200,162600
6073014300,169800
6053014301,271500
6053014302,263100
6073014400,162200
6073014500,167700
6073014601,206500
6073014602,256500
6073014700,182400
6073014801,182900
6073014803,193800
6073014804,210700
6073014900,219300
6073015000,190100
6073015100,197300
6075015100,0
6073015200,346100
6075015200,1000001
6075015300,978700
6073015301,168800
6073015302,242300
6075015400,734400
6073015403,333200
6073015404,239200
6073015405,287e3
6073015406,369800
6075015500,383300
6073015501,220300
6073015502,257300
6075015600,723400
6073015601,176800
6073015602,315700
6075015700,586300
6073015701,133200
6073015703,82e3
6073015704,166500
6075015800,514700
6073015801,160200
6073015802,149100
6075015900,35e4
6073015901,135400
6073015902,155e3
6073016000,231300
6075016000,35e4
6073016100,197300
6075016100,334400
6075016200,373500
6073016201,277300
6073016202,168100
6075016300,629100
6073016301,160600
6073016302,161500
6075016400,454500
6073016401,205700
6073016402,226700
6075016500,470700
6073016501,159100
6073016502,173700
6075016600,657600
6073016605,169800
6073016606,19e4
6073016607,208500
6073016608,204400
6073016609,197e3
6073016610,194200
6073016612,194900
6073016613,178100
6073016614,176600
6073016615,157500
6073016616,194500
6073016617,151e3
6075016700,719400
6073016701,19e4
6073016702,194500
6075016800,494700
6073016802,281200
6073016804,178e3
6073016806,200200
6073016807,212300
6073016809,198200
6073016810,232100
6073016811,213500
6075016900,625e3
6073016901,241e3
6073016902,222100
6075017000,723500
6073017006,406700
6073017007,375900
6073017009,270200
6073017010,232e3
6073017014,175400
6073017015,297600
6073017018,141800
6073017019,270300
6073017020,410400
6073017021,467700
6073017022,272500
6073017026,265600
6073017029,939200
6073017030,338e3
6073017031,211100
6073017032,278300
6073017033,296900
6073017034,245300
6073017035,282100
6073017036,246e3
6073017037,284300
6073017038,284500
6073017039,331400
6073017040,215800
6073017041,226800
6073017042,336e3
6073017043,261200
6073017044,317500
6073017045,430400
6073017046,394300
6073017047,337e3
6073017048,215300
6073017049,213600
6073017050,243400
6075017100,838400
6073017104,330100
6073017105,575500
6073017106,1000001
6073017107,36e4
6073017108,304500
6073017200,923400
6073017303,600100
6073017304,405900
6073017305,469e3
6073017306,768500
6073017401,469700
6073017403,338100
6073017404,304400
6073017501,377200
6073017502,250400
6073017601,399500
6075017601,0
6075017602,0
6073017603,317800
6073017604,349800
6075017700,379200
6073017701,407100
6073017702,369700
6075017800,399e3
6073017801,340700
6073017805,453300
6073017806,394600
6073017808,375100
6073017809,290700
6073017810,319400
6073017811,263700
6073017812,375100
6073017900,228800
6075017901,112500
6075017902,0
6073018000,564400
6075018000,671100
6073018100,224200
6073018200,221900
6073018300,410900
6073018400,178e3
6073018504,240500
6073018507,152700
6073018509,165800
6073018510,168900
6073018511,179300
6073018512,107300
6073018513,235600
6073018514,234400
6073018515,269200
6073018516,200400
6073018517,122700
6073018518,162200
6073018519,159900
6073018601,203300
6073018603,139100
6073018607,159e3
6073018608,188500
6073018609,149100
6073018610,158e3
6073018611,205900
6073018612,202600
6073018700,183300
6073018801,279200
6073018802,307900
6073018803,335100
6073018903,2e5
6073018904,170300
6073018905,184600
6073018906,262200
6073019001,316e3
6073019002,247400
6073019101,203700
6073019103,258100
6073019105,299400
6073019106,294300
6073019107,252e3
6073019203,235700
6073019205,143100
6073019206,172700
6073019207,289900
6073019208,300400
6073019301,228600
6073019302,188600
6073019303,234100
6073019403,177700
6073019404,153700
6073019405,177400
6073019406,164200
6073019501,139700
6073019502,135e3
6073019503,146500
6073019601,211100
6073019602,246e3
6073019701,201800
6073019702,205e3
6073019803,213700
6073019804,277300
6073019805,160300
6073019806,235200
6073019807,269900
6073019902,184700
6073019903,255700
6073019904,240800
6073019905,24e4
6073020009,127200
6073020010,246900
6073020013,33e4
6073020014,293600
6073020015,302200
6073020016,366100
6073020017,244400
6073020018,185e3
6073020019,204900
6073020020,232200
6073020021,192900
6073020022,231900
6073020023,190800
6073020024,180500
6073020025,180700
6075020100,278100
6061020101,242600
6061020102,374e3
6061020103,304500
6073020103,221600
6061020104,428500
6061020105,298700
6073020105,162200
6061020106,269400
6073020106,190800
6061020107,188800
6073020107,216600
6073020108,154800
6073020109,168400
6061020200,173800
6075020200,545500
6073020202,149e3
6073020206,151400
6073020207,122600
6073020208,160500
6073020209,133200
6073020210,162100
6073020211,159500
6073020212,118800
6061020300,168400
6075020300,485700
6073020302,188200
6073020304,23e4
6073020305,201900
6073020306,315600
6073020307,214400
6061020400,214100
6075020400,572200
6073020401,408700
6073020403,197900
6073020404,354600
6073020405,390100
6061020500,287600
6073020500,158400
6075020500,719400
6075020600,841800
6061020601,355500
6073020601,156100
6061020602,325500
6073020602,171600
6061020604,406900
6061020605,426200
6061020606,418800
6075020700,584500
6061020702,156700
6061020703,203100
6061020704,203700
6061020705,232900
6073020705,201600
6073020706,341600
6073020707,159200
6073020708,279400
6073020709,236500
6073020710,355600
6061020800,151800
6075020800,547600
6073020801,282700
6073020805,216800
6073020806,205700
6073020807,277900
6073020808,245400
6073020809,214400
6075020900,425e3
6061020901,112400
6061020902,141700
6073020902,212900
6073020903,163900
6073020904,198500
6073021000,140900
6075021000,687500
6061021003,175e3
6061021004,221400
6061021005,228100
6061021006,244200
6061021007,186100
6061021008,166e3
6073021100,135400
6075021100,717800
6061021103,143e3
6061021104,249e3
6061021105,212200
6061021106,195e3
6061021107,178200
6061021108,147600
6061021109,243200
6061021200,185500
6075021200,672200
6073021202,190500
6073021203,269e3
6073021204,331300
6075021300,631800
6061021301,164500
6073021302,250300
6061021303,242300
6073021303,335300
6061021304,193700
6073021304,310100
6075021400,657600
6061021401,129400
6061021402,133800
6075021500,611e3
6061021501,209600
6061021502,195400
6061021600,247100
6075021600,625400
6075021700,508300
6075021800,465e3
6061021801,244700
6059021802,298e3
6061021802,192e3
6059021807,255800
6059021809,283e3
6059021810,265600
6059021812,234500
6059021813,1000001
6059021814,287200
6059021815,287200
6059021816,288500
6059021817,251400
6059021820,321800
6059021821,206800
6059021822,298700
6059021823,276500
6059021824,408200
6059021825,492400
6059021826,266300
6059021827,473900
6059021828,445300
6059021829,435200
6059021830,357800
6061021901,213200
6061021902,223300
6059021903,236300
6059021905,28e4
6059021912,469600
6059021913,232400
6059021914,288400
6059021915,388400
6059021916,372400
6059021917,399500
6059021918,247500
6059021919,356900
6059021920,274200
6059021921,436500
6059021922,224600
6059021923,303300
6059021924,350600
6061022001,220700
6061022002,203900
6075022600,7e5
6075022701,579400
6075022702,622e3
6075022703,440500
6075022801,340300
6075022802,41e4
6075022803,38e4
6075022901,369700
6075022902,285600
6075022903,316e3
6075023001,265900
6075023002,239200
6075023003,254400
6075023101,220100
6075023102,227e3
6075023103,321100
6075023200,263100
6075023300,302500
6075023400,210400
6075025100,385900
6075025200,376600
6075025300,386500
6075025401,360800
6075025402,313700
6075025403,34e4
6075025500,332200
6075025600,298100
6075025700,331400
6075025800,291700
6075025900,317600
6075026001,294400
6075026002,297600
6075026003,301500
6075026004,306500
6075026100,312e3
6075026200,309100
6075026301,332100
6075026302,316100
6075026303,339300
6075026401,233100
6075026402,27e4
6075026403,262300
6075026404,255400
6065030100,103500
6017030101,137500
6075030101,573700
6017030102,178600
6075030102,627200
6017030200,145600
6065030200,134300
6075030201,467900
6075030202,595900
6017030300,146100
6065030300,114400
6075030301,519700
6075030302,466900
6065030400,95e3
6075030400,597300
6017030401,192400
6017030402,145900
6075030500,434700
6017030501,191900
6065030501,108800
6017030502,164300
6065030502,87800
6017030503,234100
6065030503,97900
6075030600,566500
6017030601,203500
6065030601,348900
6017030602,157700
6065030602,217200
6017030603,153800
6065030603,215400
6065030700,140800
6075030700,465800
6017030701,330500
6017030702,243400
6017030703,275900
6017030704,326e3
6065030800,137500
6075030800,617400
6017030801,238700
6017030803,223e3
6017030804,264800
6017030805,203400
6017030806,197800
6065030900,118200
6075030900,636e3
6017030901,235900
6017030902,258400
6017031000,179900
6075031000,483300
6065031001,131100
6065031002,102900
6017031100,153e3
6065031100,133600
6075031100,369700
6017031200,174500
6065031200,136200
6075031200,278100
6065031300,89e3
6075031300,304e3
6017031301,171900
6017031302,145800
6075031400,287800
6065031401,120200
6017031402,144200
6065031402,108900
6017031403,171300
6017031404,204100
6017031405,169e3
6017031406,159800
6065031501,116300
6017031502,171200
6065031502,117600
6017031503,205400
6017031504,150600
6065031600,120100
6065031701,156300
6065031702,145300
6065031703,143100
6065031704,123100
6059032002,277200
6059032003,306300
6059032011,253300
6059032012,322700
6059032013,329800
6059032014,222600
6059032015,294300
6059032020,291600
6059032022,202800
6059032023,444100
6059032027,237900
6059032028,228100
6059032029,258100
6059032030,266800
6059032031,286900
6059032032,278600
6059032033,226500
6059032034,419e3
6059032035,418700
6059032036,301300
6059032037,230500
6059032038,395400
6059032039,297700
6059032040,370700
6059032041,393200
6059032042,398600
6059032043,481800
6059032044,596900
6059032045,309e3
6059032046,617100
6059032047,189900
6059032048,304700
6059032049,330700
6059032050,229500
6059032051,201200
6059032052,758200
6059032053,240800
6059032054,230600
6059032055,233700
6059032056,343e3
6075032600,421500
6075032700,414e3
6075032800,398400
6075032900,394300
6075033000,418800
6075033100,538300
6075033201,0
6075033202,35e4
6075035100,364700
6075035201,336400
6075035202,353500
6075035300,348400
6075035400,341400
6035040100,83e3
6065040100,116700
6075040100,927600
6115040100,86300
6035040200,89200
6075040200,903400
6115040200,90300
6065040201,122500
6065040202,135300
6065040203,78400
6065040204,85100
6115040300,85200
6035040301,105100
6065040301,99300
6035040302,129600
6065040302,154300
6065040303,132700
6035040400,115700
6115040400,72900
6065040401,157100
6065040402,151200
6065040403,127700
6035040500,146400
6115040500,74100
6065040501,137800
6065040502,121900
6065040503,118500
6035040600,79e3
6115040600,76200
6065040602,230800
6065040603,143e3
6065040604,185800
6065040605,135400
6065040606,143600
6115040700,94100
6065040701,251800
6065040702,162600
6065040703,181100
6115040800,108500
6065040803,187100
6065040804,235100
6065040805,320100
6065040806,226e3
6065040807,192300
6065040808,170400
6065040809,177500
6065040810,198300
6065040811,190900
6065040901,131600
6115040901,14e4
6065040902,165100
6115040902,137500
6065040903,121600
6065040904,131100
6115041000,168400
6065041001,104e3
6065041002,112900
6065041003,148100
6065041004,134100
6065041100,101500
6115041100,130300
6065041201,117200
6065041202,107300
6065041203,102900
6065041300,125300
6065041403,140500
6065041404,141600
6065041405,141800
6065041406,144e3
6065041407,135500
6065041408,131100
6065041409,232700
6065041410,89300
6065041411,118700
6065041412,148500
6065041500,107e3
6065041600,120900
6065041702,153300
6065041703,112300
6065041704,109100
6065041803,227600
6065041804,227100
6065041805,169900
6065041806,239600
6065041807,174700
6065041808,267500
6065041809,187300
6065041810,25e4
6065041811,217500
6065041812,179300
6065041813,140700
6065041903,231100
6065041904,191100
6065041905,161100
6065041906,138300
6065041907,248100
6065041908,183300
6065041909,171100
6065042003,244900
6065042004,240400
6065042005,247500
6065042006,181400
6065042007,261700
6065042008,207500
6065042009,149100
6065042010,99500
6065042100,198200
6059042103,462400
6059042106,325800
6059042107,264100
6059042108,275e3
6059042109,378e3
6059042111,410500
6059042112,420200
6059042113,389700
6059042114,365500
6059042201,377900
6065042202,0
6059042203,372100
6059042205,329100
6065042205,213200
6059042206,256600
6065042206,186e3
6065042207,211500
6065042208,220600
6065042209,75200
6065042210,109e3
6065042211,0
6065042212,138900
6065042213,138e3
6065042214,154500
6065042300,112700
6059042305,819800
6059042307,290700
6059042310,270200
6059042311,357700
6059042312,183100
6059042313,346600
6059042315,351e3
6059042317,614700
6059042319,405800
6059042320,161700
6059042323,433900
6059042324,443100
6059042325,479600
6059042326,308e3
6059042327,354400
6059042328,697300
6059042329,315300
6059042330,345800
6059042331,425100
6059042332,478500
6059042333,699200
6059042334,299300
6059042335,238900
6059042336,358900
6059042337,482900
6059042338,391600
6059042339,353400
6065042401,191700
6065042402,139700
6065042403,138800
6065042404,96100
6065042405,97900
6065042406,106800
6065042407,109300
6065042408,111500
6065042409,119400
6065042410,155100
6065042411,157700
6065042412,199300
6065042504,91800
6065042505,72100
6065042506,127900
6065042507,126600
6065042508,95100
6065042509,93600
6065042510,89700
6065042511,108700
6065042512,89700
6065042513,116100
6065042514,98900
6065042515,95600
6065042516,91900
6065042517,99400
6065042518,104500
6065042519,84e3
6065042520,91600
6065042521,95200
6065042522,129200
6065042523,108700
6075042600,661300
6065042602,129600
6065042603,87e3
6065042604,149800
6065042605,116900
6065042606,121800
6075042700,561800
6065042706,96e3
6065042708,136600
6065042709,100900
6065042710,95900
6065042711,88400
6065042712,168100
6065042713,135700
6065042714,225800
6065042715,231700
6065042716,218800
6065042717,98900
6065042718,137100
6065042719,181100
6065042720,157500
6065042721,136800
6065042722,120800
6065042723,74400
6065042800,82400
6075042800,1000001
6065042901,86600
6065042902,134e3
6065042903,132100
6065042904,111400
6065043001,89800
6065043002,170500
6065043003,106400
6065043004,157600
6065043005,110900
6065043006,97400
6065043203,212400
6065043206,204300
6065043207,189100
6065043208,184100
6065043209,163400
6065043210,167400
6065043211,185400
6065043212,179800
6065043213,191600
6065043214,189900
6065043215,460800
6065043216,194100
6065043217,173500
6065043218,218400
6065043219,198900
6065043220,159600
6065043221,194200
6065043222,23e4
6065043223,216800
6065043224,298500
6065043225,163300
6065043304,184200
6065043305,144e3
6065043306,108500
6065043307,89700
6065043308,76e3
6065043309,94500
6065043310,102300
6065043311,121300
6065043312,78300
6065043313,79800
6065043314,103800
6065043315,132800
6065043401,72500
6065043403,73800
6065043404,76500
6065043405,63600
6065043503,81400
6065043504,118200
6065043505,63200
6065043506,117600
6065043507,88500
6065043508,125300
6065043509,96e3
6065043510,103400
6065043511,107800
6065043600,72400
6065043701,163500
6065043702,119300
6065043703,101400
6065043704,110900
6065043802,130400
6065043805,107300
6065043806,140600
6065043807,118800
6065043808,174100
6065043809,136600
6065043900,98600
6065044000,74600
6065044101,81200
6065044102,77e3
6065044103,106800
6065044104,107800
6065044200,70100
6065044300,81400
6065044401,170600
6065044402,15e4
6065044403,129200
6065044503,82200
6065044504,97100
6065044505,94400
6065044506,72200
6065044507,65700
6065044508,114500
6065044509,68200
6065044510,74800
6065044601,164400
6065044602,189900
6065044604,119800
6065044701,159200
6065044702,66400
6065044804,108500
6065044805,257800
6065044806,163e3
6065044807,299600
6065044808,155100
6065044904,119300
6065044905,142700
6065044906,116500
6065044907,88300
6065044909,318200
6065044910,131e3
6065044911,128600
6065044912,238100
6065044913,199e3
6065044914,259600
6065044915,90900
6065044916,106500
6065045000,133800
6075045100,567e3
6065045103,241200
6065045105,275900
6065045106,163600
6065045107,163300
6065045108,140700
6065045109,114200
6065045110,104600
6065045111,234400
6065045112,367600
6065045113,278e3
6075045200,598400
6065045203,128700
6065045204,124200
6065045205,201600
6065045206,229100
6065045207,94600
6065045208,107700
6065045209,107500
6065045301,79700
6065045302,75400
6065045400,86e3
6065045501,98300
6065045502,86300
6065045603,222100
6065045604,78400
6065045605,85700
6065045702,85900
6065045703,83700
6065045704,82100
6065045705,87600
6065045706,78700
6065045800,76900
6065045900,135500
6065046000,119100
6065046101,93200
6065046102,76100
6065046103,104700
6065046200,79200
6065046401,139100
6065046402,103200
6065046403,149400
6065046404,137500
6065046405,141200
6075047600,512600
6075047701,388e3
6075047702,497700
6075047800,449700
6075047901,442300
6075047902,393e3
6101050101,118e3
6101050102,92800
6101050201,89200
6101050202,75700
6101050301,118100
6101050302,87800
6101050400,122900
6101050501,121800
6101050503,127e3
6101050504,132600
6101050601,146200
6101050603,154200
6101050604,159500
6101050700,88700
6101050800,110400
6101050900,107400
6101051000,144800
6101051100,155100
6059052404,0
6059052408,320800
6059052410,260500
6059052411,26e4
6059052415,333400
6059052416,263800
6059052417,348400
6059052418,196200
6059052419,380100
6059052420,425600
6059052421,359500
6059052422,309100
6059052423,369800
6059052424,298300
6059052425,243700
6059052426,313800
6059052427,320900
6059052428,267900
6059052502,264900
6059052505,226100
6059052506,333500
6059052511,324700
6059052513,292300
6059052514,256600
6059052515,323e3
6059052517,236900
6059052518,35e4
6059052519,238400
6059052520,338700
6059052521,191500
6059052522,371200
6059052523,319900
6059052524,290300
6059052525,302300
6059052526,253100
6059052527,325100
6059052528,293200
6075060100,1000001
6075060200,517900
6075060300,0
6075060400,520200
6075060501,254200
6075060502,243500
6075060600,198400
6075060700,0
6075060900,311100
6075061000,302900
6059062604,1000001
6059062605,667900
6059062610,428600
6059062611,271900
6059062612,284600
6059062614,259300
6059062619,611900
6059062620,604100
6059062621,189700
6059062622,93800
6059062623,228300
6059062625,146300
6059062626,221300
6059062627,223600
6059062628,762200
6059062629,413200
6059062630,420800
6059062631,622800
6059062632,648900
6059062633,367900
6059062634,297200
6059062635,252600
6059062636,223500
6059062637,221100
6059062638,257700
6059062639,280700
6059062640,210200
6059062641,183100
6059062642,748e3
6059062643,987700
6059062644,799100
6059062645,677600
6059062646,82400
6059062647,115700
6059062701,818900
6059062702,815700
6059062800,887400
6059062900,1000001
6059063004,436300
6059063005,1000001
6059063006,918500
6059063007,720800
6059063008,425e3
6059063009,55e4
6059063010,653600
6059063101,370400
6059063102,297600
6059063103,45e4
6059063201,329600
6059063202,365800
6059063301,329300
6059063302,409400
6059063400,679100
6059063500,678300
6059063601,217700
6059063603,331600
6059063604,275e3
6059063605,214800
6059063701,185600
6059063702,196400
6059063802,316400
6059063803,244300
6059063805,267500
6059063806,330200
6059063807,439e3
6059063808,211200
6059063902,231800
6059063903,248800
6059063904,266800
6059063905,260700
6059063906,161300
6059063907,322e3
6059063908,237900
6059074003,167600
6059074004,218900
6059074005,196600
6059074006,197e3
6059074102,190900
6059074103,168100
6059074106,152500
6059074107,194600
6059074108,174300
6059074109,179500
6059074110,241200
6059074111,225700
6059074200,164900
6059074300,155900
6059074403,114400
6059074405,157e3
6059074406,177600
6059074407,98600
6059074408,122100
6059074501,163100
6059074502,176900
6059074601,174900
6059074602,158200
6059074701,172500
6059074702,165100
6059074801,161100
6059074802,169700
6059074803,173700
6059074805,166900
6059074806,173300
6059074901,155900
6059074902,155400
6059075002,167e3
6059075003,14e4
