GEOID,houseValue
6029003122,84700
6029003123,118800
6029003124,112800
6007003200,87200
6071003200,117500
6107003200,75600
6109003200,131800
6019003201,80200
6029003201,119800
6067003201,88500
6073003201,156900
6099003201,121e3
6111003201,150400
6019003202,80500
6029003202,88900
6067003202,82200
6073003202,149800
6099003202,138500
6111003202,135300
6029003203,131800
6077003203,145600
6029003204,207300
6073003204,215e3
6077003205,134800
6073003207,307500
6073003208,150800
6077003208,161900
6073003209,146500
6077003209,138700
6077003210,137100
6073003211,156300
6077003211,126400
6073003212,162e3
6073003213,182900
6077003213,139e3
6073003214,156900
6077003214,144600
6077003215,179e3
6007003300,118e3
6019003300,73700
6067003300,166500
6071003300,113500
6099003300,111300
6107003300,88700
6111003300,215400
6073003301,109800
6029003302,117e3
6073003302,143e3
6029003303,51700
6073003303,93500
6029003304,71900
6077003305,114100
6077003306,95300
6077003307,102600
6077003308,97900
6077003309,107900
6077003310,113500
6077003311,95600
6007003400,118800
6019003400,69600
6029003400,60100
6067003400,170800
6099003400,114e3
6107003400,9e4
6071003401,106100
6073003401,133100
6111003401,187600
6071003402,98900
6111003402,175300
6071003403,103400
6073003403,119900
6077003403,120600
6073003404,118800
6077003404,89e3
6077003405,98400
6077003406,90500
6077003407,90600
6077003408,122200
6007003500,88600
6019003500,78300
6029003500,84e3
6077003500,222200
6099003500,110200
6107003500,106900
6111003500,144800
6067003501,125400
6071003501,98500
6073003501,114100
6067003502,111900
6071003502,111600
6073003502,100900
6007003600,84500
6019003600,96e3
6029003600,54100
6067003600,84400
6071003601,106200
6073003601,111700
6077003601,186800
6107003601,90500
6071003602,114300
6073003602,135200
6077003602,148900
6099003602,148100
6107003602,95500
6073003603,113400
6099003603,153600
6111003603,412600
6099003604,141e3
6111003604,284600
6111003605,212400
6111003607,183100
6111003608,232700
6019003700,80300
6029003700,82800
6067003700,71400
6071003700,86600
6077003700,95100
6099003700,121800
6107003700,89600
6111003700,167600
6067003800,97100
6071003800,114100
6073003800,0
6111003800,157200
6019003801,90400
6077003801,162800
6099003801,116400
6107003801,91800
6077003802,155100
6099003802,90300
6107003802,75900
6019003803,134300
6029003803,212300
6077003803,129700
6099003803,99200
6019003804,94700
6029003804,117300
6019003805,81e3
6029003805,145e3
6019003806,96100
6029003806,135800
6029003807,107700
6029003808,117100
6029003809,189e3
6029003810,256200
6029003811,117200
6029003812,117300
6029003813,169300
6019003900,126400
6029003900,168800
6067003900,175600
6071003900,91300
6077003900,229200
6111003900,167e3
6073003901,126100
6107003901,80400
6073003902,98900
6107003902,87600
6099003904,104600
6099003905,144900
6099003906,123900
6099003907,150700
6099003908,109600
6099003909,118e3
6019004000,99100
6029004000,71900
6071004000,103100
6073004000,108800
6107004000,0
6111004000,165900
6067004001,164900
6077004001,125700
6077004002,168e3
6067004004,190700
6067004005,213200
6067004006,175100
6067004008,162100
6067004009,173200
6067004010,167300
6067004011,392e3
6067004012,281100
6019004100,70800
6067004100,99300
6071004100,91100
6073004100,170300
6109004100,149600
6029004101,86900
6107004101,81700
6111004101,168500
6029004102,72300
6077004102,205300
6107004102,86300
6111004102,168400
6077004103,199e3
6077004104,194900
6029004200,85e3
6073004200,206400
6107004200,78800
6109004200,168200
6111004200,174700
6067004201,90200
6071004201,87900
6077004201,130900
6067004202,89100
6071004202,84300
6077004202,171100
6067004203,84e3
6077004203,112900
6077004204,160600
6019004205,87400
6019004206,119200
6019004207,112900
6019004208,151e3
6019004209,147800
6019004210,119e3
6019004211,110200
6019004212,111400
6067004300,82500
6071004300,89300
6073004300,256400
6107004300,74200
6019004301,328900
6029004301,81300
6111004301,137500
6019004302,182400
6029004302,0
6077004302,128e3
6111004302,153700
6019004303,188800
6077004303,179600
6077004305,184200
6077004306,132100
6073004400,232900
6107004400,71800
6111004400,163800
6029004401,85500
6067004401,84700
6071004401,112800
6077004401,89700
6029004402,7e4
6067004402,76500
6071004402,108400
6077004402,143e3
6019004404,65600
6019004405,184700
6019004406,131600
6019004407,185e3
6029004500,76100
6067004500,97e3
6077004500,115300
6107004500,89700
6073004501,195300
6111004501,18e4
6071004502,108800
6073004502,14e4
6019004503,145900
6071004503,200300
6111004503,127300
6019004504,87700
6071004504,123200
6111004504,181500
6019004505,128200
6019004506,143800
6073004600,269600
6077004600,206300
6111004600,0
6019004601,100300
6029004601,0
6067004601,85900
6071004601,111300
6019004602,165600
6029004602,85300
6067004602,83400
6071004602,98600
6029004700,75900
6067004700,95300
6071004700,74900
6073004700,135800
6019004701,83900
6077004701,154900
6077004702,204600
6111004702,183400
6019004703,72100
6111004703,190100
6019004704,71400
6111004704,189600
6111004705,179900
6111004706,0
6019004800,75600
6029004800,76900
6071004800,71300
6073004800,98e3
6077004800,205600
6067004801,96700
6067004802,96800
6019004900,88300
6071004900,83200
6073004900,113200
6111004900,164e3
6029004901,81900
6077004901,145100
6029004902,89400
6077004902,222200
6067004903,109200
6067004904,107300
6067004905,99400
6067004906,103700
6019005000,89300
6029005000,97400
6071005000,81e3
6073005000,155800
6067005001,107300
6077005001,170600
6111005001,174600
6067005002,110600
6111005002,166800
6077005003,220100
6077005004,152500
6019005100,84700
6071005100,109200
6073005100,137500
6109005100,156600
6111005100,449300
6067005101,105900
6067005102,109300
6029005103,97800
6067005103,215600
6029005104,188600
6077005106,213e3
6077005108,118800
6077005109,121900
6077005110,156200
6077005111,130400
6077005112,175700
6077005113,193100
6077005114,208900
6077005115,150400
6077005118,174600
6077005119,159400
6077005122,166100
6077005123,160500
6077005124,144500
6077005125,143900
6077005126,139e3
6077005127,170900
6077005128,138900
6071005200,98600
6073005200,0
6019005201,84e3
6029005201,98700
6067005201,0
6109005201,151700
6111005201,426100
6019005202,81600
6029005202,9e4
6067005202,150200
6077005202,348500
6109005202,0
6111005202,280200
6067005203,147600
6077005203,279100
6111005203,29e4
6077005205,236e3
6029005300,22500
6067005300,92500
6071005300,86300
6073005300,245500
6019005301,82300
6019005302,92500
6077005302,165200
6077005303,152100
6111005303,287600
6019005304,85600
6111005304,206200
6019005305,85900
6077005305,198600
6111005305,683e3
6077005306,183600
6111005306,284100
6071005400,78400
6073005400,35e4
6029005401,82700
6111005401,248500
6029005402,90600
6067005402,0
6019005403,92300
6029005403,60800
6067005403,186400
6077005403,228e3
6111005403,187200
6019005404,106500
6029005404,69e3
6067005404,355e3
6077005404,213e3
6111005404,232900
6019005405,116700
6019005406,105700
6019005407,119400
6019005408,0
6071005500,81100
6073005500,0
6077005500,85900
6029005501,115800
6067005502,102600
6111005502,224600
6019005503,196100
6029005503,57e3
6111005503,234500
6019005504,148600
6029005504,85e3
6111005504,241300
6019005505,166600
6029005505,82100
6067005505,107200
6019005506,178100
6029005506,114400
6067005506,124500
6019005507,155400
6067005507,89500
6019005508,157500
6067005508,144200
6019005509,132400
6019005510,149900
6019005511,240100
6019005512,150300
6019005513,188700
6019005514,154400
6019005515,161200
6029005600,57700
6071005600,79500
6073005600,187500
6111005600,236500
6067005601,143400
6019005602,88100
6019005604,88e3
6019005605,124700
6067005605,110600
6019005606,146600
6067005606,124800
6029005700,55e3
6071005700,67200
6073005700,0
6111005700,0
6019005701,106400
6067005701,174e3
6019005702,135500
6067005702,261500
6019005703,144400
6019005704,108e3
6029005800,84800
6071005800,74e3
6073005800,405600
6111005800,297700
6019005801,98600
6067005801,160800
6019005802,194400
6019005803,94100
6067005803,322500
6067005804,317800
6029005900,56400
6071005900,78800
6073005900,233300
6067005901,174500
6111005901,286e3
6019005902,187e3
6067005902,169200
6019005903,169700
6019005904,199300
6111005906,434100
6111005907,395200
6111005908,278900
6111005909,302300
6111005910,522600
6111005911,356500
6019006000,105500
6071006000,98700
6073006000,431400
6111006000,243700
6029006002,0
6067006002,139400
6029006003,117300
6067006003,144300
6029006004,81400
6067006004,172700
6029006005,154100
6019006100,92900
6029006100,90600
6071006100,98700
6073006100,348800
6111006100,382900
6067006101,149800
6067006102,186900
6019006200,84700
6073006200,45e4
6111006200,5e5
6029006201,79700
6067006201,123400
6071006201,98700
6029006202,91200
6067006202,87600
6071006202,89700
6019006300,152300
6067006300,82600
6073006300,0
6029006301,78400
6071006301,85500
6111006301,315100
6029006302,75e3
6071006302,86300
6111006302,313700
6067006400,76700
6073006400,0
6111006400,287200
6019006401,172e3
6029006401,69600
6071006401,91700
6019006402,161900
6029006402,74300
6071006402,79400
6019006403,135e3
6019006500,81100
6067006500,95200
6071006500,80200
6073006500,255e3
6111006500,213600
6067006600,75600
6071006600,102400
6073006600,0
6111006600,285e3
6019006601,105500
6019006602,85100
6019006700,111400
6071006700,91600
6111006700,321e3
6067006701,104800
6067006702,83200
6067006800,79800
6071006800,81300
6111006800,255e3
6019006801,84e3
6073006801,187e3
6019006802,77100
6073006802,322700
6019006900,79300
6067006900,113300
6071006900,68600
6073006900,372400
6111006900,261100
6071007000,84300
6111007000,199700
6067007001,84600
6073007001,321200
6019007002,87900
6073007002,414300
6019007003,101100
6019007004,118900
6067007004,12e4
6067007007,105700
6067007008,169100
6067007009,218400
6067007010,220100
6067007011,131600
6067007012,116300
6067007013,120300
6067007014,118300
6019007100,83700
6067007100,198700
6073007100,618400
6111007100,175300
6071007102,125400
6071007104,160800
6071007105,180700
6071007106,133600
6071007107,116700
6071007108,59300
6071007200,98e3
6073007200,462300
6019007201,143300
6111007201,420300
6019007202,102900
6067007202,119900
6111007202,378100
6067007204,120100
6067007206,118900
6067007207,113700
6067007208,115100
6067007209,111900
6019007300,130700
6067007300,35e4
6111007300,698300
6071007301,108100
6073007301,322100
6071007302,190800
6073007302,385800
6019007400,79100
6073007400,246400
6067007402,9e4
6111007402,557200
6067007403,87700
6071007403,126100
6111007403,345300
6067007404,80200
6071007404,148800
6111007404,397200
6067007406,98400
6071007406,105500
6071007407,89e3
6071007408,95500
6067007413,98500
6067007414,96400
6067007415,135500
6067007416,98400
6067007417,123400
6067007418,153300
6067007419,151300
6067007420,135500
6067007421,168700
6067007422,111400
6067007423,104800
6067007424,101900
6067007425,121700
6019007500,95e3
6071007500,0
6067007501,129500
6073007501,245700
6111007501,426e3
6073007502,330200
6067007503,134600
6111007503,299800
6067007504,176800
6111007504,292400
6111007505,236900
6111007506,287500
6111007507,439300
6111007508,252800
6019007600,110900
6073007600,363800
6067007601,193600
6071007601,83100
6067007602,153600
6071007602,91600
6111007602,218200
6111007604,231600
6111007606,416700
6111007607,352900
6111007608,298900
6019007700,83e3
6071007700,0
6073007700,375500
6111007700,209600
6067007701,160600
6067007702,248700
6019007800,76600
6071007800,122900
6073007800,341800
6111007800,197700
6067007801,184400
6067007802,260900
6019007900,87700
6071007901,191700
6073007901,298400
6111007901,189500
6071007902,165500
6067007903,161600
6073007903,277100
6111007903,259400
6067007904,148100
6073007904,310900
6111007904,228400
6067007905,189600
6067007906,169600
6019008000,87300
6071008001,116400
6073008001,415200
6111008001,223100
6071008002,86100
6073008002,398400
6111008002,203900
6111008004,218600
6067008005,237200
6111008005,192700
6067008006,240300
6067008007,219900
6067008008,21e4
6067008009,262700
6067008010,190300
6019008100,86300
6071008100,130300
6073008101,648e3
6111008101,218e3
6073008102,676300
6067008111,127100
6067008113,105e3
6067008117,124e3
6067008119,138800
6067008120,146e3
6067008122,197400
6067008124,159500
6067008125,154e3
6067008127,121500
6067008128,119800
6067008129,121500
6067008130,120600
6067008131,135300
6067008132,136700
6067008133,136800
6067008134,133e3
6067008135,129300
6067008136,142700
6067008137,147e3
6067008138,161500
6067008139,132e3
6067008140,147400
6067008141,128300
6067008142,151600
6067008143,136100
6067008144,157400
6067008145,146900
6019008200,82800
6071008200,158e3
6073008200,611100
6111008201,208100
6111008202,217200
6067008203,186100
6067008204,156900
6067008206,147200
6067008207,169700
6067008208,168100
6067008209,276400
6067008210,344700
6067008211,199600
6067008300,0
6019008301,77e3
6071008301,169300
6073008301,492400
6019008302,84600
6071008302,188e3
6111008302,237300
6073008303,950400
6111008303,222900
6111008304,228400
6073008305,242900
6111008305,376700
6073008306,356200
6111008306,249400
6073008307,348800
6073008310,632200
6073008311,865800
6073008312,898500
6073008313,601100
6073008315,262900
6073008324,57e4
6073008327,413700
6073008328,809300
6073008329,258600
6073008330,443200
6073008331,385300
6073008332,675900
6073008333,536700
6073008334,524200
6073008335,314900
6073008336,286700
6073008337,279e3
6073008338,353600
6073008339,192e3
6073008340,361400
6073008341,275e3
6073008342,304800
6073008343,185900
6073008344,336800
6073008345,386600
6073008346,342300
6073008347,225e3
6073008348,226300
6073008349,195800
6073008350,214800
6073008351,192600
6073008352,205300
6073008353,217300
6073008354,259300
6073008355,235400
6073008356,188800
6073008357,194900
6073008358,165900
6073008359,137500
6073008360,184400
6019008401,81100
6071008401,133e3
6111008401,235200
6019008402,94e3
6067008402,181900
6071008402,142800
6111008402,248200
6067008403,209100
6071008403,171100
6067008404,154600
6071008404,128e3
6071008500,260900
6111008500,281200
6067008501,226800
6073008501,229600
6067008502,259400
6073008502,221200
6067008503,223300
6073008503,243500
6067008504,214400
6073008504,223600
6073008505,198700
6073008506,196100
6073008507,210600
6073008509,208700
6073008510,196400
6073008511,190600
6073008512,223600
6073008513,228900
6067008600,250600
6071008600,138500
6073008600,147600
6067008701,236900
6073008701,185600
6067008702,291e3
6073008702,185100
6071008703,223800
6071008704,145300
6071008705,112500
6071008706,149500
6071008707,136100
6071008708,127400
6067008800,0
6071008800,114700
6073008800,183800
