ID,TRACT,GEOID,label,nhousingUn,nMobileHom,yearBuilt,nBadPlumbi,nBadKitche,nRooms,nBedrooms,medHHinc,Population,MedianAge,PopInHouse,nHousehold,Families
1073,004011,6067004011,"Census Tract 40.11, Sacramento County, California",1115,0,1991,16,8,6.6,3.197309,78611,2871,39,2758,1083,733
1074,004012,6067004012,"Census Tract 40.12, Sacramento County, California",1361,0,1989,0,0,6.4,3.094048,69031,3210,38.7,3200,1280,871
1075,0041,6019004100,"Census Tract 41, Fresno County, California",868,41,1961,14,0,5,2.420507,36167,2687,32.9,2653,803,635
1076,0041,6067004100,"Census Tract 41, Sacramento County, California",1619,19,1966,23,19,4.6,2.269302,24981,5199,30.1,5066,1545,1103
1077,0041,6071004100,"Census Tract 41, San Bernardino County, California",3623,106,1962,53,111,4.9,2.58377,28930,14130,23.4,13853,3208,2777
1078,0041,6073004100,"Census Tract 41, San Diego County, California",1935,0,1968,35,17,3.1,1.367442,25227,5586,27,5478,1841,1110
1079,0041,6109004100,"Census Tract 41, Tuolumne County, California",2277,671,1979,5,33,5.1,2.422486,36689,4795,47.7,4775,2125,1382
1080,004101,6029004101,"Census Tract 41.01, Kern County, California",1385,20,1962,3,3,5.1,2.488087,34948,4192,32,4059,1302,1037
1081,004101,6107004101,"Census Tract 41.01, Tulare County, California",2100,99,1970,10,28,4.2,2.081429,21875,7638,23.6,7629,1946,1587
1082,004101,6111004101,"Census Tract 41.01, Ventura County, California",1325,0,1961,32,27,5.1,2.612075,49894,6296,27.2,6238,1309,1130
1083,004102,6029004102,"Census Tract 41.02, Kern County, California",1358,145,1973,10,13,4,2.038292,25625,5315,24.7,4854,1215,1041
1084,004102,6077004102,"Census Tract 41.02, San Joaquin County, California",1265,298,1968,14,0,5.1,2.531225,40777,3179,42.5,3152,1182,850
1085,004102,6107004102,"Census Tract 41.02, Tulare County, California",544,182,1975,16,0,5.3,2.463235,28824,1704,31.1,1644,507,372
1086,004102,6111004102,"Census Tract 41.02, Ventura County, California",542,0,1960,6,6,5.6,3.02952,56648,2568,28.4,2568,539,474
1087,004103,6077004103,"Census Tract 41.03, San Joaquin County, California",2414,157,1983,0,8,5.7,2.756421,55479,6810,36.8,6704,2342,1852
1088,004104,6077004104,"Census Tract 41.04, San Joaquin County, California",1001,0,1993,0,0,6.5,3.287712,76504,2691,37.4,2691,935,794
1089,0042,6029004200,"Census Tract 42, Kern County, California",339,50,1964,14,12,5,2.383481,29219,1149,29.7,1149,334,272
1090,0042,6073004200,"Census Tract 42, San Diego County, California",2492,0,1953,8,15,5,2.382825,51004,5708,37.9,5603,2421,1328
1091,0042,6107004200,"Census Tract 42, Tulare County, California",1418,261,1973,38,31,4.6,2.27433,24167,4894,23.8,4876,1276,1073
1092,0042,6109004200,"Census Tract 42, Tuolumne County, California",3317,268,1984,27,15,5.4,2.706361,39750,3905,52.1,3888,1757,1231
1093,0042,6111004200,"Census Tract 42, Ventura County, California",1487,0,1960,11,0,5.6,2.923336,55975,5795,31.9,5770,1471,1272
1094,004201,6067004201,"Census Tract 42.01, Sacramento County, California",1726,0,1961,19,10,5.6,2.917149,39280,5722,31.1,5611,1662,1306
1095,004201,6071004201,"Census Tract 42.01, San Bernardino County, California",1717,117,1968,26,52,4.4,2.11357,26005,5999,23.9,5872,1537,1227
1096,004201,6077004201,"Census Tract 42.01, San Joaquin County, California",2536,25,1967,14,0,5.2,2.575315,41563,6072,40,6061,2516,1739
1097,004202,6067004202,"Census Tract 42.02, Sacramento County, California",1696,0,1966,19,4,4.9,2.567217,27134,5842,28.9,5688,1624,1164
1098,004202,6071004202,"Census Tract 42.02, San Bernardino County, California",1440,5,1957,16,28,4.5,2.059028,20056,4645,29.2,4575,1304,1038
1099,004202,6077004202,"Census Tract 42.02, San Joaquin County, California",687,0,1967,0,0,6.3,3.289665,61932,1642,52.1,1521,621,483
1100,004203,6067004203,"Census Tract 42.03, Sacramento County, California",1354,7,1967,6,0,4.8,2.422452,26835,4861,23.2,4834,1273,1069
1101,004203,6077004203,"Census Tract 42.03, San Joaquin County, California",1492,0,1956,18,9,4.4,2.099196,29071,3809,34.1,3622,1430,908
1102,004204,6077004204,"Census Tract 42.04, San Joaquin County, California",1414,10,1951,26,44,4.9,2.047383,36418,3039,39.4,2947,1348,756
1103,004205,6019004205,"Census Tract 42.05, Fresno County, California",2228,248,1976,0,6,4.7,2.192998,33153,5986,28.5,5968,2052,1470
1104,004206,6019004206,"Census Tract 42.06, Fresno County, California",1600,16,1993,6,6,5.7,2.93125,58039,4582,32.1,4559,1569,1210
1105,004207,6019004207,"Census Tract 42.07, Fresno County, California",1184,145,1978,0,4,4.8,2.456926,30900,3866,26.8,3866,1107,918
1106,004208,6019004208,"Census Tract 42.08, Fresno County, California",1796,10,1996,0,0,6.2,3.333519,65290,4899,34.4,4899,1754,1420
1107,004209,6019004209,"Census Tract 42.09, Fresno County, California",3196,0,1981,16,95,6,2.935232,58e3,8625,37.5,8549,3128,2391
1108,004210,6019004210,"Census Tract 42.10, Fresno County, California",1171,0,1990,0,0,5,2.334757,50405,2659,29.3,2659,1128,672
1109,004211,6019004211,"Census Tract 42.11, Fresno County, California",1446,0,1992,0,9,5.6,2.874136,51581,4160,31.3,4160,1430,1136
1110,004212,6019004212,"Census Tract 42.12, Fresno County, California",2990,15,1990,0,7,4.3,2.124415,40966,6866,28.2,6866,2783,1700
1111,0043,6067004300,"Census Tract 43, Sacramento County, California",1730,18,1967,8,11,5,2.780347,27669,7132,21.9,6854,1642,1371
1112,0043,6071004300,"Census Tract 43, San Bernardino County, California",2370,205,1962,13,33,5,2.513502,34120,8313,29.4,8032,2169,1747
1113,0043,6073004300,"Census Tract 43, San Diego County, California",1870,0,1941,8,13,4.5,1.958824,39512,3796,36.1,3709,1802,777
1114,0043,6107004300,"Census Tract 43, Tulare County, California",1729,387,1975,68,55,4.2,2.128398,24292,6746,22.5,6743,1574,1372
1115,004301,6019004301,"Census Tract 43.01, Fresno County, California",1464,0,1985,0,0,7.8,3.785519,98404,3619,47.1,3619,1418,1132
1116,004301,6029004301,"Census Tract 43.01, Kern County, California",1080,77,1984,18,5,4.9,2.382407,35536,3810,24.7,3800,1025,885
1117,004301,6111004301,"Census Tract 43.01, Ventura County, California",821,17,1993,0,0,4.6,2.453106,29627,3026,22.5,2135,628,607
1118,004302,6019004302,"Census Tract 43.02, Fresno County, California",2027,13,1976,0,0,7,3.413419,70105,4997,48.8,4979,1988,1537
1119,004302,6029004302,"Census Tract 43.02, Kern County, California",0,0,0,0,0,0,0,0,6201,33.2,0,0,0
1120,004302,6077004302,"Census Tract 43.02, San Joaquin County, California",2308,0,1957,7,0,4.9,2.261698,36394,6013,39.6,5477,2233,1432
1121,004302,6111004302,"Census Tract 43.02, Ventura County, California",2910,9,1974,34,34,4.6,2.10756,41712,6736,35.4,6735,2794,1669
1122,004303,6019004303,"Census Tract 43.03, Fresno County, California",1938,0,1971,7,5,6.5,3.035604,69934,4218,52.6,4208,1857,1317
1123,004303,6077004303,"Census Tract 43.03, San Joaquin County, California",1651,6,1975,0,98,6,2.938825,57500,4053,45.3,4053,1634,1205
1124,004305,6077004305,"Census Tract 43.05, San Joaquin County, California",1525,0,1988,26,73,5,2.461639,52e3,3659,35.1,3653,1465,959
1125,004306,6077004306,"Census Tract 43.06, San Joaquin County, California",2816,10,1978,36,17,4.5,2.310014,39778,7755,30.6,7723,2798,1921
1126,0044,6073004400,"Census Tract 44, San Diego County, California",1871,0,1939,0,6,4.2,1.910743,35388,4065,34.6,4004,1777,820
1127,0044,6107004400,"Census Tract 44, Tulare County, California",1612,129,1970,44,21,3.8,1.98263,21347,6611,22,6611,1509,1325
1128,0044,6111004400,"Census Tract 44, Ventura County, California",2955,16,1972,8,29,3.8,1.890355,40431,7540,31.4,7222,2638,1682
1129,004401,6029004401,"Census Tract 44.01, Kern County, California",1945,32,1967,14,20,4.9,2.39383,31446,6610,27.2,6610,1834,1570
1130,004401,6067004401,"Census Tract 44.01, Sacramento County, California",1494,10,1957,8,7,4.5,2.033467,31699,4421,31.1,4228,1414,925
1131,004401,6071004401,"Census Tract 44.01, San Bernardino County, California",1136,363,1980,16,0,5.2,2.632923,36652,3700,30.7,3700,1087,847
1132,004401,6077004401,"Census Tract 44.01, San Joaquin County, California",2243,43,1956,34,58,3.9,1.81498,26039,7670,25,7667,2137,1622
1133,004402,6029004402,"Census Tract 44.02, Kern County, California",1386,28,1967,5,5,3.6,1.834055,23845,5065,22.1,5057,1256,1064
1134,004402,6067004402,"Census Tract 44.02, Sacramento County, California",1290,5,1959,23,44,4.4,2.116279,23167,4433,25.1,4388,1197,883
1135,004402,6071004402,"Census Tract 44.02, San Bernardino County, California",3034,1466,1980,0,7,4.7,2.248846,31893,9604,26.2,9580,2742,2179
1136,004402,6077004402,"Census Tract 44.02, San Joaquin County, California",1343,97,1985,0,17,5,2.643336,46394,3638,31.6,3629,1309,937
1137,004404,6019004404,"Census Tract 44.04, Fresno County, California",1200,0,1980,5,0,4,1.958333,26473,3610,24.6,3610,1150,758
1138,004405,6019004405,"Census Tract 44.05, Fresno County, California",1463,0,1985,0,0,7,3.431306,77194,4059,40.6,4059,1441,1147
1139,004406,6019004406,"Census Tract 44.06, Fresno County, California",2494,313,1981,9,0,4.6,2.209302,37451,5324,33.7,5324,2323,1364
1140,004407,6019004407,"Census Tract 44.07, Fresno County, California",3234,34,1985,7,0,4.8,2.349412,46250,7388,31.6,7382,3126,1876
1141,0045,6029004500,"Census Tract 45, Kern County, California",849,383,1975,45,37,4.1,2.08245,30547,3418,22.6,3401,709,630
1142,0045,6067004500,"Census Tract 45, Sacramento County, California",2814,442,1968,56,42,4,1.867448,21148,8183,26.6,8113,2631,1784
1143,0045,6077004500,"Census Tract 45, San Joaquin County, California",2251,266,1964,33,34,4,1.825411,25813,6841,27.6,6799,2167,1544
1144,0045,6107004500,"Census Tract 45, Tulare County, California",1795,393,1973,68,46,4.6,2.230084,29761,6411,27.1,6390,1673,1419
1145,004501,6073004501,"Census Tract 45.01, San Diego County, California",1412,0,1960,10,0,3,1.196176,26834,3583,27.7,3535,1332,678
1146,004501,6111004501,"Census Tract 45.01, Ventura County, California",1871,0,1968,25,21,3.7,1.793693,39038,8995,23.2,8974,1848,1646
1147,004502,6071004502,"Census Tract 45.02, San Bernardino County, California",6355,43,1973,31,70,4.7,2.315657,37959,17846,27.1,17241,5857,4135
1148,004502,6073004502,"Census Tract 45.02, San Diego County, California",826,0,1954,10,10,3.2,1.424939,30692,2747,26.8,2565,798,512
1149,004503,6019004503,"Census Tract 45.03, Fresno County, California",2130,0,1976,0,15,5.7,2.775587,53201,4794,44.2,4766,2080,1369
1150,004503,6071004503,"Census Tract 45.03, San Bernardino County, California",716,10,1982,0,14,6.7,3.523743,71100,2174,37.6,2156,693,581
1151,004503,6111004503,"Census Tract 45.03, Ventura County, California",804,194,1971,0,9,3.5,1.756219,35208,3508,23.7,3482,782,686
1152,004504,6019004504,"Census Tract 45.04, Fresno County, California",2282,445,1976,17,0,4.7,2.271253,26457,4800,34,4794,2148,1115
1153,004504,6071004504,"Census Tract 45.04, San Bernardino County, California",1861,0,1986,0,10,5.7,2.692638,58924,5665,27.1,5661,1772,1375
1154,004504,6111004504,"Census Tract 45.04, Ventura County, California",1199,0,1974,8,0,5.2,2.683069,48861,5124,29.3,5092,1185,987
1155,004505,6019004505,"Census Tract 45.05, Fresno County, California",1844,0,1974,6,19,4,2,27072,3788,31,3708,1720,901
1156,004506,6019004506,"Census Tract 45.06, Fresno County, California",1591,0,1965,0,3,5.8,2.736015,47206,3219,51,3201,1536,873
1157,0046,6073004600,"Census Tract 46, San Diego County, California",1199,7,1942,28,20,2.7,1.183486,26961,2281,30.4,2278,1094,404
1158,0046,6077004600,"Census Tract 46, San Joaquin County, California",2056,355,1970,6,6,5.7,2.779183,49e3,5517,40.6,5471,1955,1506
1159,0046,6111004600,"Census Tract 46, Ventura County, California",669,0,1969,0,0,5.3,2.961136,38162,3060,23.6,2498,658,642
1160,004601,6019004601,"Census Tract 46.01, Fresno County, California",1219,0,1964,0,0,5.5,2.694832,42093,2625,45.6,2611,1142,730
1161,004601,6029004601,"Census Tract 46.01, Kern County, California",5,5,1997,0,0,4.3,2.4,0,454,30.9,61,10,10
1162,004601,6067004601,"Census Tract 46.01, Sacramento County, California",2579,78,1959,20,39,4.4,2.130283,31622,7869,27.3,7830,2475,1790
1163,004601,6071004601,"Census Tract 46.01, San Bernardino County, California",2516,0,1984,35,22,4.9,2.426073,41340,6974,26.8,6953,2371,1618
1164,004602,6019004602,"Census Tract 46.02, Fresno County, California",1005,0,1955,4,4,6.4,2.900498,66932,2492,43.5,2492,1031,701
1165,004602,6029004602,"Census Tract 46.02, Kern County, California",1383,203,1984,45,15,4.4,2.322487,31065,10858,30.5,5780,1306,1210
1166,004602,6067004602,"Census Tract 46.02, Sacramento County, California",1667,33,1960,18,8,4.3,2.106779,27652,5364,25.5,5352,1558,1211
1167,004602,6071004602,"Census Tract 46.02, San Bernardino County, California",3861,0,1962,19,38,4.7,2.275058,33883,10279,28.5,10226,3612,2416
1168,0047,6029004700,"Census Tract 47, Kern County, California",2105,39,1975,46,35,3.8,1.943468,24746,10135,25.6,8847,2059,1854
1169,0047,6067004700,"Census Tract 47, Sacramento County, California",2816,88,1968,47,121,4.4,2.198864,32463,8093,27.9,7965,2599,1879
1170,0047,6071004700,"Census Tract 47, San Bernardino County, California",1594,69,1954,0,25,4.4,1.996863,23272,5345,24.9,5271,1385,1139
1171,0047,6073004700,"Census Tract 47, San Diego County, California",741,0,1950,33,34,2.7,1.174089,18850,2521,25.2,2494,692,484
1172,004701,6019004701,"Census Tract 47.01, Fresno County, California",2482,253,1975,46,39,4.9,2.306205,31484,6474,29,6464,2298,1540
1173,004701,6077004701,"Census Tract 47.01, San Joaquin County, California",985,188,1977,0,0,5.2,2.588832,43494,2772,37,2772,955,749
1174,004702,6077004702,"Census Tract 47.02, San Joaquin County, California",2604,371,1974,23,11,5.8,2.87788,52241,7846,39.3,7342,2514,2056
1175,004702,6111004702,"Census Tract 47.02, Ventura County, California",1169,333,1970,0,12,5.1,2.444825,51357,4612,30.5,4558,1155,953
1176,004703,6019004703,"Census Tract 47.03, Fresno County, California",1326,11,1963,0,0,5.1,2.587481,29706,3983,29.7,3977,1275,1010
1177,004703,6111004703,"Census Tract 47.03, Ventura County, California",2050,425,1975,25,33,4.6,2.340976,44771,8085,29.8,7927,2014,1680
1178,004704,6019004704,"Census Tract 47.04, Fresno County, California",1652,0,1964,8,13,4.4,2.180993,24522,5123,22.9,5111,1549,1207
1179,004704,6111004704,"Census Tract 47.04, Ventura County, California",450,347,1975,0,6,4.6,2.106667,38365,1510,29.6,1510,437,332
1180,004705,6111004705,"Census Tract 47.05, Ventura County, California",1687,140,1976,7,0,5.1,2.780083,57342,8449,26.9,8419,1645,1493
1181,004706,6111004706,"Census Tract 47.06, Ventura County, California",442,276,1968,44,53,2.6,1.187783,19167,2044,28.4,1492,453,293
1182,0048,6019004800,"Census Tract 48, Fresno County, California",3256,0,1963,0,21,4.4,2.14312,26343,8502,26.5,8492,2936,2023
1183,0048,6029004800,"Census Tract 48, Kern County, California",2148,26,1965,24,26,3.4,1.675512,21011,7939,26.5,7909,2043,1689
1184,0048,6071004800,"Census Tract 48, San Bernardino County, California",919,9,1951,18,33,4.3,1.979325,22832,2945,23.5,2945,753,612
1185,0048,6073004800,"Census Tract 48, San Diego County, California",1214,0,1948,46,23,3.4,1.592257,19925,4831,23.3,4796,1144,932
1186,0048,6077004800,"Census Tract 48, San Joaquin County, California",1415,151,1971,6,0,5.7,2.759717,48976,4113,36.8,4009,1341,1093
1187,004801,6067004801,"Census Tract 48.01, Sacramento County, California",1582,302,1975,5,13,5.2,2.654867,31545,5578,29.7,5532,1497,1164
1188,004802,6067004802,"Census Tract 48.02, Sacramento County, California",1469,0,1969,11,4,5,2.454731,37049,4400,29.6,4397,1406,1056
1189,0049,6019004900,"Census Tract 49, Fresno County, California",2265,0,1953,9,19,4.8,2.27947,31891,5807,30.3,5807,2149,1359
1190,0049,6071004900,"Census Tract 49, San Bernardino County, California",2021,230,1962,68,81,3.9,1.846116,25732,6807,23.4,6720,1686,1391
1191,0049,6073004900,"Census Tract 49, San Diego County, California",1411,0,1949,50,39,3.3,1.603118,23728,5014,25.3,4999,1326,1058
1192,0049,6111004900,"Census Tract 49, Ventura County, California",1393,0,1972,12,16,4.7,2.18593,50492,6690,26.7,6649,1292,1202
1193,004901,6029004901,"Census Tract 49.01, Kern County, California",1454,204,1983,18,0,3.6,1.918157,25618,5552,24.7,5547,1359,1183
1194,004901,6077004901,"Census Tract 49.01, San Joaquin County, California",2238,148,1977,0,0,5.5,2.682306,50436,6233,35.7,6207,2160,1670
1195,004902,6029004902,"Census Tract 49.02, Kern County, California",1838,0,1988,32,35,4.9,2.487486,35285,7892,27,7865,1782,1630
1196,004902,6077004902,"Census Tract 49.02, San Joaquin County, California",1835,258,1966,47,37,5.2,2.607629,45901,5568,34.8,5510,1759,1430
1197,004903,6067004903,"Census Tract 49.03, Sacramento County, California",2202,318,1977,22,16,4.7,2.423252,28687,6896,24.7,6857,1942,1565
1198,004904,6067004904,"Census Tract 49.04, Sacramento County, California",1986,0,1960,5,0,5.6,2.716516,41804,5570,33.4,5549,1928,1427
1199,004905,6067004905,"Census Tract 49.05, Sacramento County, California",2359,0,1975,18,9,4.6,2.310725,31168,6980,28.8,6928,2270,1629
1200,004906,6067004906,"Census Tract 49.06, Sacramento County, California",752,236,1986,13,24,5.4,2.639628,39349,2332,28.9,2332,673,537
1201,0050,6019005e3,"Census Tract 50, Fresno County, California",1546,74,1960,14,11,5.2,2.65718,34944,3995,35.8,3989,1470,954
1202,0050,6029005e3,"Census Tract 50, Kern County, California",2759,122,1968,56,47,4.1,1.942008,28254,9561,26.7,9372,2603,2145
1203,0050,6071005e3,"Census Tract 50, San Bernardino County, California",558,0,1952,0,12,4.5,2.09319,27153,1831,27.7,1831,511,392
1204,0050,6073005e3,"Census Tract 50, San Diego County, California",692,0,1958,7,13,3.1,1.434971,22802,2430,24.9,2350,613,486
1205,005001,6067005001,"Census Tract 50.01, Sacramento County, California",2466,182,1974,15,26,5.2,2.681265,36716,7982,29.3,7930,2368,1854
1206,005001,6077005001,"Census Tract 50.01, San Joaquin County, California",1936,9,1973,7,8,5.5,2.701963,51898,5339,37.8,5228,1883,1434
1207,005001,6111005001,"Census Tract 50.01, Ventura County, California",2231,235,1961,9,28,4.6,2.35186,38441,8641,27.8,8634,2184,1852
1208,005002,6067005002,"Census Tract 50.02, Sacramento County, California",2446,472,1979,9,9,4,1.885936,25498,6310,32,6088,2334,1459
1209,005002,6111005002,"Census Tract 50.02, Ventura County, California",699,144,1965,4,15,2.7,1.496423,30455,2942,23.8,2942,679,567
1210,005003,6077005003,"Census Tract 50.03, San Joaquin County, California",995,157,1980,16,16,5.9,2.950754,62966,3004,35,2931,945,773
